TITLE,ID,URL,Topic 1,Topic 1 FIT,Topic 2,Topic 2 FIT,Assign Final T£,Topic 3 FIT
Making Rolls-Royce aero-engine parts completely competitive,9577d4b9-e12b-4348-9a5c-b76543cf8d81,https://results2021.ref.ac.uk/impact/9577d4b9-e12b-4348-9a5c-b76543cf8d81,66,4,62,3,,
Improving aircraft safety in icing conditions,22b1f625-783f-4d4d-ab0d-e3ee808cb446,https://results2021.ref.ac.uk/impact/22b1f625-783f-4d4d-ab0d-e3ee808cb446,66,4,56,2,,
Automating BAE Systems defence aircraft manufacture,7dd94383-5a42-4cff-8557-57255778c57f,https://results2021.ref.ac.uk/impact/7dd94383-5a42-4cff-8557-57255778c57f,66,4,62,3,,
Enabling next generation global weather satellite systems,90438e7e-482b-424d-9849-25cff11c68cf,https://results2021.ref.ac.uk/impact/90438e7e-482b-424d-9849-25cff11c68cf,66,4,70,3,63,2
"New tribology solutions for frigates, helicopters and aeroplanes",3a717d16-938b-44b8-a324-780db42ad702,https://results2021.ref.ac.uk/impact/3a717d16-938b-44b8-a324-780db42ad702,66,4,62,3,122,3
Structural Integrity of Aero-engine Bladed Discs,0e0eff62-89b2-480e-b294-f56d367d289a,https://results2021.ref.ac.uk/impact/0e0eff62-89b2-480e-b294-f56d367d289a,66,4,62,2,64,2
At the cutting edge of Rolls-Royce aero-engines,1cdebcd0-b94c-4e27-8f11-aafd868ed4a0,https://results2021.ref.ac.uk/impact/1cdebcd0-b94c-4e27-8f11-aafd868ed4a0,66,4,62,2,,
Enhancing Pilot Training and Flight Safety Through Improved Aerodynamic Modelling and Prediction of Nonlinear Flight Dynamics,67e5714b-b856-41b9-a55b-4a3162cd2eec,https://results2021.ref.ac.uk/impact/67e5714b-b856-41b9-a55b-4a3162cd2eec,66,4,,,,
Modelling and Simulation to Support UK Naval Ship Design and Aircraft Operations,94cda983-3e8f-4af8-9525-b67325be1153,https://results2021.ref.ac.uk/impact/94cda983-3e8f-4af8-9525-b67325be1153,66,4,,,,
Research into new maritime structures and systems exploited in novel designs by commercial and naval designers and builders.,8d07a91e-d0ee-4255-892b-030eb9e3b300,https://results2021.ref.ac.uk/impact/8d07a91e-d0ee-4255-892b-030eb9e3b300,66,4,,,,
Making a splash: the effect of droplet impacts on aircraft icing and air safety,de00ddc8-3568-4743-a070-fcbeed5de11c,https://results2021.ref.ac.uk/impact/de00ddc8-3568-4743-a070-fcbeed5de11c,66,4,56,2,,
Safeguarding the security of the nation: Developing a national capability for air quality monitoring on UK submarines,84afacba-c452-4d96-b340-6d68eaaa8221,https://results2021.ref.ac.uk/impact/84afacba-c452-4d96-b340-6d68eaaa8221,66,3,67,3,,
The economic and geopolitical impact of improved risk management for marine autonomous vehicles,608bf72a-9c53-4e56-9d06-7786d4261af6,https://results2021.ref.ac.uk/impact/608bf72a-9c53-4e56-9d06-7786d4261af6,66,3,111,2,,
"Cleaner, safer, smarter maritime",134dd6ff-1fee-42e9-ba60-ddedf88ba9ec,https://results2021.ref.ac.uk/impact/134dd6ff-1fee-42e9-ba60-ddedf88ba9ec,66,3,54,2,,
ICS1: RAIDS - A Risk Assessment Informed Decision Support Tool for Large Maritime Engineering Systems,cd8108bc-09f1-4727-9d19-69ca32f752a3,https://results2021.ref.ac.uk/impact/cd8108bc-09f1-4727-9d19-69ca32f752a3,66,3,56,2,61,2
IMO regulations promote safety and innovation in the global maritime industry,a4fab11b-00e3-4109-9dd5-27b0237884a8,https://results2021.ref.ac.uk/impact/a4fab11b-00e3-4109-9dd5-27b0237884a8,66,3,120,2,56,2
Danger on the seas: Assessing the risk to ships from wave slamming events,be02a1dc-61db-45b3-835e-cc7968992696,https://results2021.ref.ac.uk/impact/be02a1dc-61db-45b3-835e-cc7968992696,66,4,,,,
Growth of the Scottish small-satellite sector with global impact,8e5d5749-27bf-417c-ad51-0f7de1bd3b28,https://results2021.ref.ac.uk/impact/8e5d5749-27bf-417c-ad51-0f7de1bd3b28,66,4,44,2,,
Advancing earth imagery through the management of micro-vibrations in satellites,00c32e67-b950-4eb1-a961-a4c87e88546f,https://results2021.ref.ac.uk/impact/00c32e67-b950-4eb1-a961-a4c87e88546f,66,4,44,2,63,2
Economic Impact of the Design and Manufacture of Airborne Optical Systems for High Altitude Pseudo Satellites and Similar Platforms,6ff5f56b-4b8b-45a4-aba3-668fb4b1037e,https://results2021.ref.ac.uk/impact/6ff5f56b-4b8b-45a4-aba3-668fb4b1037e,66,4,63,3,111,2
Advanced control systems for improved and efficient helicopter operation,d66a6c67-20b9-4ec3-a269-992e17d5128f,https://results2021.ref.ac.uk/impact/d66a6c67-20b9-4ec3-a269-992e17d5128f,66,4,45,3,,
Supporting T-e2v Ltd. in developing capability as a supplier for major space science missions,381324e0-43d4-475b-8a84-0d846db30590,https://results2021.ref.ac.uk/impact/381324e0-43d4-475b-8a84-0d846db30590,66,4,44,2,,
Cleaning-up Space: Advancing active space debris removal and satellite de-orbiting technologies,ff9f24d3-f83e-4cfc-b6f5-82904ab079a7,https://results2021.ref.ac.uk/impact/ff9f24d3-f83e-4cfc-b6f5-82904ab079a7,66,4,51,2,,
Solutions for robust electronic and computing systems on-board satellites,f8cc81b0-6a45-493f-bfe9-16f6363e4237,https://results2021.ref.ac.uk/impact/f8cc81b0-6a45-493f-bfe9-16f6363e4237,66,4,45,4,,
An Innovation Platform in Structural Integrity,ec2210ae-a43a-4cb1-a8c7-67af4d8a52a5,https://results2021.ref.ac.uk/impact/ec2210ae-a43a-4cb1-a8c7-67af4d8a52a5,62,2,60,2,,
"Manufacturing new components used in satellites, antiviral (Covid-19) sterilisation systems, and developing novel technologies for the manufacturers of microelectronics, jet engines, material processing and F1 racing cars",e38c1a92-c01f-40da-ad39-1c67e7141cba,https://results2021.ref.ac.uk/impact/e38c1a92-c01f-40da-ad39-1c67e7141cba,62,4,66,3,,
Optimising the Performance of Safety Critical Industrial Valves,34ecf571-207c-4247-8507-acf94e8ca367,https://results2021.ref.ac.uk/impact/34ecf571-207c-4247-8507-acf94e8ca367,62,4,,,,
Risk-based integrity management systems for steam systems and pipelines based on quantile regression models,f8b45618-e67e-4fbb-afbc-8334e2c7b206,https://results2021.ref.ac.uk/impact/f8b45618-e67e-4fbb-afbc-8334e2c7b206,62,3,45,2,,
"A Transformation in Creep Condition Monitoring for High Temperature, High Pressure Components",a8149b37-5c55-4945-bf5f-95ba79fd5fa3,https://results2021.ref.ac.uk/impact/a8149b37-5c55-4945-bf5f-95ba79fd5fa3,62,4,,,,
Developing business using niobium-based grain refiner,32138539-302d-455d-bb51-31edb2355c44,https://results2021.ref.ac.uk/impact/32138539-302d-455d-bb51-31edb2355c44,62,4,64,4,65,3
Economic Gain and Environmental Protection by Modelling-Enabled Arc Welding,bbb8bf70-cac7-4a1b-b828-b71f6a537aae,https://results2021.ref.ac.uk/impact/bbb8bf70-cac7-4a1b-b828-b71f6a537aae,62,4,64,3,,
Smart composites with energy harvesting and sensing (Chester Smart Composite Group),5518b51c-d912-4388-ac39-a6fecbb2b150,https://results2021.ref.ac.uk/impact/5518b51c-d912-4388-ac39-a6fecbb2b150,62,4,64,3,,
WAAM3D,6480e087-4a61-4baa-b613-3a003d52a7bd,https://results2021.ref.ac.uk/impact/6480e087-4a61-4baa-b613-3a003d52a7bd,62,4,64,4,,
Additive Manufacturing Process Developments for the Transport and Regulated Industries,06324c52-f450-428f-ba67-688742c68362,https://results2021.ref.ac.uk/impact/06324c52-f450-428f-ba67-688742c68362,62,4,64,3,66,2
Innovating and maximising screw compressor performance,907a4656-e931-4334-969f-f9a203d8f39b,https://results2021.ref.ac.uk/impact/907a4656-e931-4334-969f-f9a203d8f39b,62,4,,,,
Flow Modelling Research Leads to Innovative and Profitable Products and Systems,9f708c14-0864-4a63-8264-362691cb285d,https://results2021.ref.ac.uk/impact/9f708c14-0864-4a63-8264-362691cb285d,62,4,,,,
Robotic and mechatronic manufacturing of 3D shell-shaped textile products to deliver medical and structural textile reinforcements,dde9a7cc-bccd-4f27-b64b-8e5b06ddc880,https://results2021.ref.ac.uk/impact/dde9a7cc-bccd-4f27-b64b-8e5b06ddc880,62,4,44,4,,
Advancements in flexographic printing technology for graphic image printing and functional device fabrication,290ea45a-5dc3-492c-9b70-27d4bc3478ca,https://results2021.ref.ac.uk/impact/290ea45a-5dc3-492c-9b70-27d4bc3478ca,62,4,,,,
Transforming heritage printing industries for the 21st century,c2ac5925-0210-4f73-b495-4b7724713fee,https://results2021.ref.ac.uk/impact/c2ac5925-0210-4f73-b495-4b7724713fee,62,3,84,3,,
ICS4: Innovation in Abrasive Machining Technologies,1b231845-c486-4bb2-ae7e-db6a4efd4cfb,https://results2021.ref.ac.uk/impact/1b231845-c486-4bb2-ae7e-db6a4efd4cfb,62,4,111,2,,
Exploiting novel brazing technologies to benefit the UK economy and the global machine tools industry – and reduce exposure to an at-risk metal,86dba650-5d4c-41a7-b59b-99ab68db4390,https://results2021.ref.ac.uk/impact/86dba650-5d4c-41a7-b59b-99ab68db4390,62,4,111,2,,
Improving Machine-Tool Accuracy and Productivity,2f003ed8-33e9-47ec-a995-fceb6ad87e65,https://results2021.ref.ac.uk/impact/2f003ed8-33e9-47ec-a995-fceb6ad87e65,62,4,,,,
Using wettability science to enhance industrial processes,cd596e2d-ed18-4a50-97c4-fd589e796fa2,https://results2021.ref.ac.uk/impact/cd596e2d-ed18-4a50-97c4-fd589e796fa2,62,3,64,3,,
Application of Non-Destructive Ultrasonic Testing for Metal Castings and Developing the Skills of Indian Foundry Workers,342b292c-3e25-4869-90a8-fda2cb1b107d,https://results2021.ref.ac.uk/impact/342b292c-3e25-4869-90a8-fda2cb1b107d,62,3,,,,
New Design Guidelines to Optimise the Dynamic Performance of Vertical Transportation Systems in High-Rise Projects Worldwide,a9db5bb4-2844-4faf-a602-bd7230906fc2,https://results2021.ref.ac.uk/impact/a9db5bb4-2844-4faf-a602-bd7230906fc2,62,3,59,2,,
"Contour Method Stress Mapping Improves Manufacture, Lifetime and Safety of Products and Structures",40bc35ca-60da-4cbb-9a6e-c32346830045,https://results2021.ref.ac.uk/impact/40bc35ca-60da-4cbb-9a6e-c32346830045,62,4,66,2,,
Building technological capability and reducing development costs in the manufacturing of surface coatings and structures,48e36c73-a56f-41e6-af38-16a63f43ed2d,https://results2021.ref.ac.uk/impact/48e36c73-a56f-41e6-af38-16a63f43ed2d,62,3,64,3,,
Improving design and efficiency at Siemens,90562a73-98d5-4175-a24e-0ccd627c29ee,https://results2021.ref.ac.uk/impact/90562a73-98d5-4175-a24e-0ccd627c29ee,62,4,54,2,53,2
Recycling inert gases in manufacturing processes,3110a2f0-6bfa-4d24-8a3a-1496ab863d33,https://results2021.ref.ac.uk/impact/3110a2f0-6bfa-4d24-8a3a-1496ab863d33,62,3,51,3,,
STARMS: Online Diagnostics for Improved Operational Behaviour of Industrial Gas Turbines,175cd8a8-ef29-42b4-bbf6-3505bfcad316,https://results2021.ref.ac.uk/impact/175cd8a8-ef29-42b4-bbf6-3505bfcad316,62,4,44,3,,
Saving lives and protecting infrastructure with novel low-cost landslide early warning systems,6167ca3c-b368-440e-bbb7-713f5748c94d,https://results2021.ref.ac.uk/impact/6167ca3c-b368-440e-bbb7-713f5748c94d,62,3,56,3,84,2
"Improved Software and Service Systems that Deliver Sales, Efficiency, and Access Opportunities in the European Manufacturing Industry",ff12d026-76ee-49cf-97fd-7fc8ced735c1,https://results2021.ref.ac.uk/impact/ff12d026-76ee-49cf-97fd-7fc8ced735c1,62,4,45,3,60,2
Transforming manufacturing by deploying adaptive intelligent monitoring and knowledge-sharing methods,f28b0684-c93d-451e-ac34-741fd29ddab3,https://results2021.ref.ac.uk/impact/f28b0684-c93d-451e-ac34-741fd29ddab3,62,4,60,3,44,2
"Transforming knowledge sharing, improving design and production efficiency, and saving costs in three large global manufacturing companies",7c8c69aa-0ad4-49e8-a9a1-0cf137eae318,https://results2021.ref.ac.uk/impact/7c8c69aa-0ad4-49e8-a9a1-0cf137eae318,62,4,60,4,,
Enabling Worldwide Industry Innovation through the Development of Surface Characterisation and their Standardisation,33cb6492-d9e0-405c-81d2-8cbce1b88679,https://results2021.ref.ac.uk/impact/33cb6492-d9e0-405c-81d2-8cbce1b88679,62,3,63,3,45,2
Blow moulding research leads to hi-tech spin out company,dd32c567-7435-4ffc-a101-4167ec10b76e,https://results2021.ref.ac.uk/impact/dd32c567-7435-4ffc-a101-4167ec10b76e,62,4,64,4,45,3
Changing audit and accountability arrangements in English local government: Enhancing resilience and value for money,0791d3dc-aa9b-4db3-978a-a3d4904a8edc,https://results2021.ref.ac.uk/impact/0791d3dc-aa9b-4db3-978a-a3d4904a8edc,116,4,112,3,113,3
Enhancing Public Sector Accountability in Nepal through the Implementation of the First Government Accounting Manual and Standard,2fb9e31b-63ee-48cd-94ee-1f68a31786a1,https://results2021.ref.ac.uk/impact/2fb9e31b-63ee-48cd-94ee-1f68a31786a1,116,4,,,,
Establishing A New Era for Not-for-Profit Financial Reporting,d7d6dda3-dfb8-4920-88a6-a82c59268714,https://results2021.ref.ac.uk/impact/d7d6dda3-dfb8-4920-88a6-a82c59268714,116,4,,,,
Improving Risk Management in Scottish Charity Regulation,c17e65f6-f54a-4061-8cc9-8a098b5095fa,https://results2021.ref.ac.uk/impact/c17e65f6-f54a-4061-8cc9-8a098b5095fa,116,4,106,2,,
Improving Tax Gap Measurement and Audit Strategies,b6cb5fef-e3b8-425e-ad70-55d7c623f992,https://results2021.ref.ac.uk/impact/b6cb5fef-e3b8-425e-ad70-55d7c623f992,116,4,,,,
Influencing Capital Income Taxation in the United States,38651af0-eee1-438c-8c16-edb52acc216a,https://results2021.ref.ac.uk/impact/38651af0-eee1-438c-8c16-edb52acc216a,116,4,106,2,,
Shaping the Regulation of Charity Accounting and Reporting,bcc960cd-ac4f-463f-8c8d-266a2d0163fb,https://results2021.ref.ac.uk/impact/bcc960cd-ac4f-463f-8c8d-266a2d0163fb,116,4,,,,
Shaping VAT law reforms globally,a3aaa390-e37c-4b9c-a7dd-df816939d504,https://results2021.ref.ac.uk/impact/a3aaa390-e37c-4b9c-a7dd-df816939d504,116,4,,,,
Tackling Tax Evasion and Maximising Revenue,9573e7a5-cfbe-425e-aa23-0ee273304c3a,https://results2021.ref.ac.uk/impact/9573e7a5-cfbe-425e-aa23-0ee273304c3a,116,4,,,,
Tax Spillovers in Global Civil Society: Building Understanding and Changing Policy,7350dea9-c952-4b0b-a98c-3a596aa910ce,https://results2021.ref.ac.uk/impact/7350dea9-c952-4b0b-a98c-3a596aa910ce,116,4,,,,
Transforming the transparency of the financial management of the public domain,b1708570-b1e2-4527-a4de-771e67083609,https://results2021.ref.ac.uk/impact/b1708570-b1e2-4527-a4de-771e67083609,116,4,,,,
Supporting Charities in Challenging Times,c08610dc-e5cb-43fb-ad4f-ceae678144e1,https://results2021.ref.ac.uk/impact/c08610dc-e5cb-43fb-ad4f-ceae678144e1,116,4,,,,
Improving Tax and Benefit Policy: Universal Credit Reform and Part-Time Work,c7c1956f-1129-4655-ae9a-fe766de106a5,https://results2021.ref.ac.uk/impact/c7c1956f-1129-4655-ae9a-fe766de106a5,116,4,,,,
Changing how and what people give to effective altruistic causes,340ffc83-c459-4dd6-b9d9-7d17a9349c82,https://results2021.ref.ac.uk/impact/340ffc83-c459-4dd6-b9d9-7d17a9349c82,116,3,,,,
Making Funerals More Affordable,651d7821-0950-4e56-aee4-3200564932ca,https://results2021.ref.ac.uk/impact/651d7821-0950-4e56-aee4-3200564932ca,116,3,113,2,,
UoP17Island: Increased government funding support for the Isle of Wight (IoW),cf1da677-42bc-4e76-9034-c40e12e405f7,https://results2021.ref.ac.uk/impact/cf1da677-42bc-4e76-9034-c40e12e405f7,116,4,112,4,113,2
University of Bristol research findings used to increase UK legacy giving,4c05c7f7-0cce-4d7f-bfdc-27f5f104db59,https://results2021.ref.ac.uk/impact/4c05c7f7-0cce-4d7f-bfdc-27f5f104db59,116,4,,,,
Restoring public trust in the accountancy profession through education and ethics research,6c0703aa-37f1-4b45-9345-91d78ea38ca8,https://results2021.ref.ac.uk/impact/6c0703aa-37f1-4b45-9345-91d78ea38ca8,116,3,111,2,,
University of Bristol research improves financial reporting by the UK government and public sector organisations,b48e8cbc-0e2d-47f3-9378-7a57b9478762,https://results2021.ref.ac.uk/impact/b48e8cbc-0e2d-47f3-9378-7a57b9478762,116,4,113,2,,
The Everyday Austerity Project: Shaping welfare policy and practice and shifting public understanding of the everyday impacts of austerity in the UK,e67f1a98-0937-4c15-ad40-e5029f4cedd0,https://results2021.ref.ac.uk/impact/e67f1a98-0937-4c15-ad40-e5029f4cedd0,116,4,110,2,,
The modernisation of gambling taxation,a4d8b504-a53b-4671-9109-63981b2bded7,https://results2021.ref.ac.uk/impact/a4d8b504-a53b-4671-9109-63981b2bded7,116,4,106,2,,
Influencing the Budget of the Scottish Government and its Understanding,66af17f5-ccc2-4378-b884-c918c425709f,https://results2021.ref.ac.uk/impact/66af17f5-ccc2-4378-b884-c918c425709f,116,4,107,3,127,3
The Cost of the Cuts: assessing and mitigating the impact of cuts to local government budgets on poorer households and communities,3b9ad05e-b259-4d27-bb4a-093c835ae478,https://results2021.ref.ac.uk/impact/3b9ad05e-b259-4d27-bb4a-093c835ae478,116,4,113,4,110,2
The Uneven Spatial Impact of Welfare Reform,9b3db63d-a131-453f-84a2-4a1d2ffa514e,https://results2021.ref.ac.uk/impact/9b3db63d-a131-453f-84a2-4a1d2ffa514e,116,4,113,3,115,2
Transforming Public Policy Through Equality Budgeting,4978a36f-5209-4de6-a3c6-5658ed37d0ce,https://results2021.ref.ac.uk/impact/4978a36f-5209-4de6-a3c6-5658ed37d0ce,116,4,130,4,,
Using nudge theory to improve tax compliance,da0ff625-94fd-4360-9e65-efb5813551a4,https://results2021.ref.ac.uk/impact/da0ff625-94fd-4360-9e65-efb5813551a4,116,4,106,2,,
Using Nudges to Improve Tax Compliance,a4f0a911-34ef-4d61-b8b8-55f38db8590c,https://results2021.ref.ac.uk/impact/a4f0a911-34ef-4d61-b8b8-55f38db8590c,116,4,106,2,,
Curbing corruption in public procurement and aid,6d49f485-4727-4b42-b3a9-05140a4b21f2,https://results2021.ref.ac.uk/impact/6d49f485-4727-4b42-b3a9-05140a4b21f2,116,4,121,2,,
DIGIWHIST: using Big Data methods to transform how we measure and manage corruption risks in government contracting,28f650b9-00b2-46bc-ae8a-5fa2f4b3b8c9,https://results2021.ref.ac.uk/impact/28f650b9-00b2-46bc-ae8a-5fa2f4b3b8c9,116,4,49,3,,
Sovereign Wealth Fund management: the NSW Generations Fund (NGF).,f62b224e-5834-4aa4-af7e-77ecc09a1403,https://results2021.ref.ac.uk/impact/f62b224e-5834-4aa4-af7e-77ecc09a1403,116,4,107,4,113,2
A national action plan for tackling the undeclared economy in Greece,e5fe80d2-1622-4109-8816-cd4ea9c8996e,https://results2021.ref.ac.uk/impact/e5fe80d2-1622-4109-8816-cd4ea9c8996e,116,4,112,2,107,2
Shaping the Policy and Practice of Employee Volunteering and Social Action,635f6788-be09-45fc-b50a-4c26883e010c,https://results2021.ref.ac.uk/impact/635f6788-be09-45fc-b50a-4c26883e010c,116,3,109,3,113,2
Globalising Gulbenkian: Recovering Calouste Gulbenkian's International Vision for the Gulbenkian Foundation,e274542c-1e38-45b2-b2c7-db84196af1bc,https://results2021.ref.ac.uk/impact/e274542c-1e38-45b2-b2c7-db84196af1bc,116,3,92,2,,
Tax reform in Chile,8b8592d8-5abd-4278-9ead-db452cba68a1,https://results2021.ref.ac.uk/impact/8b8592d8-5abd-4278-9ead-db452cba68a1,116,4,110,3,112,2
"The Welfare Conditionality (WelCond) and Sanctions, Support & Service Leavers (SSSL) projects: improving domestic and international social security policy and practice",5bb11391-099e-484f-aca5-c1b173368c75,https://results2021.ref.ac.uk/impact/5bb11391-099e-484f-aca5-c1b173368c75,116,4,106,2,,
The Welfare Conditionality (WelCond) Project: towards a fair and effective welfare system,3bc614be-9468-4f0a-8a45-9addb4dfdd79,https://results2021.ref.ac.uk/impact/3bc614be-9468-4f0a-8a45-9addb4dfdd79,116,4,106,2,,
