funder,id
Energy Technologies Institute,928
ESRC and Scottish Government,929
WHO,930
Department of Culture Heritage and Gaeltacht Ireland,931
The Royal Society of Arts (RSA),932
Welcome Trust,933
National Cancer Institute,934
1) Cancer Research UK,935
3) Cancer Research UK,936
4) Cancer Research UK,937
5) Cancer Research UK,938
6) Chief Scientist Office,939
7) Chief Scientist Office,940
8) Chief Scientist Office,941
9) Chief Scientist Office,942
10) Chief Scientist Office,943
11) Chief Scientist Office,944
12) Chief Scientist Office,945
Breakthrough Breast Cancer (now Breast Cancer Now),946
Stand Up To Cancer (part of the Entertainment Industry Foundation),947
Prostate Cancer Foundation,948
UK Medical Research Council,949
Chiesi Farmaceutica SpA,950
AstraZeneca UK Ltd,951
Boehringer Ingelheim,952
Novartis Pharmaceuticals UK Ltd,953
North West Lung Centre,954
UnLtd,955
United Nations Development Program,956
Deutsche Gesellschaft fur Internationale Zusammenarbeit (GIZ),957
Swiss Department of Foreign Affairs,958
Plastic Energy Limited,959
1) Engineering and Physical Sciences Research Council,960
2) Scottish Environment Protection Agency,961
3) Scottish Government,962
4) Scottish Government,963
5) Scottish Natural Heritage,964
6) Natural Environment Research Council ,965
7) Natural Environment Research Council,966
British Academy (co-sponsored by the British Academy and Leverhulme Trust),967
Cumbria Archives Service,968
Cabinet Office,969
Guy’s and St Thomas’ Charitable Foundation,970
NIHR Invention for Innovation,971
DEBRA,972
Augustus Foundation,973
Scottish Government Legacy 2014,974
Festival 2014,975
Scottish Government Active Scotland Division,976
Commonwealth Games Scotland,977
Sporting Heritage ,978
"Department of Business, Energy and Industrial Strategy",979
CAA ,980
The Colt Foundation,981
University of Sussex,982
East Africa Research Fund,983
Council of Europe,984
Animal and Plant Health Agency,985
Defra (Darwin Initiative),986
Chester Zoo,987
British Herpetological Society,988
People’s Trust for Endangered Species,989
European Association of Zoos and Aquaria,990
Durrell Wildlife Conservation Trust,991
Mohamed bin Zayed Species Conservation Fund,992
Ocean Park Conservation Foundation,993
Honolulu Zoo,994
Zoological Society of London,995
Weedon Foundation,996
Fundacao do Ciencias e Tecnologia,997
"Marine Institute, Ireland",998
Leverhulme/Royal Society,999
United Nations Food and Agriculture Organisation,1000
Mexican Government (INAPESCA),1001
UK Department of Health,1002
Rank Foundation,1003
G1: Arts and Humanities Research Council,1004
G2: Heritage Lottery Fund,1005
BBSRC CASE,1006
EUROPEAN UNION,1007
Advanced Material Development,1008
2) Biotechnology and Biological Sciences Research Council,1009
3) European Research Council,1010
4) Wellcome Trust,1011
Voicebase INC,1012
1) Scottish Enterprise,1013
2) Scottish Enterprise,1014
3) Wellcome Trust,1015
5) Arthritis Research UK (now Versus Arthritis),1016
6) Academy of Medical Sciences,1017
7) Royal College of Surgeons in Edinburgh,1018
8) Arthritis Research UK (now Versus Arthritis),1019
Cambridge Clinical Laboratories (Previously Lab 21 Ltd),1020
Technology Strategy Board (Now Innovate),1021
European Union Sixth Framework funded Network of Excellence ,1022
Breast Cancer Campaign,1023
I-Net,1024
Medical Research Council ,1025
Gordon & Betty Moore Foundation,1026
Social Innovation Fund (SIF),1027
European Social Fund (ESF),1028
CP Charitable Trust,1029
Swansea City AFC,1030
Sport Wales,1031
Swim Wales ,1032
Welsh Government ,1033
Forces in Mind,1034
1) EUROCONTROL (European Organisation for the Safety of Air Navigation),1035
2) European Commission,1036
3) Defence Science and Technology Laboratory,1037
4) Defence Science and Technology Laboratory,1038
5) EPSRC,1039
"Economic and Social Research Council, UKRI",1040
Knowledge Transfer Partnership,1041
KTP,1042
Marine Scotland,1043
Scottish Power Energy Network,1044
"Department of Health, UK ",1045
Education Endowment Foundation (EEF) ,1046
HEALTH RESEARCH AUTHORITY,1047
ACAS,1048
NESTA,1049
Paul Hamlyn Foundation ,1050
Education Scotland,1051
East Lothian Council Education Services,1052
Education Action Service South East Wales,1053
Scottish College for Educational Leadership,1054
Argyll and Bute,1055
Clackmannanshire Council Education Services,1056
Forth Valley and West Lothian Regional Improvement Collaborative (FVWLRIC),1057
DEFRA ,1058
Joint Nature Conservation Committee,1059
Darwin Initiative,1060
National Environment Research Council,1061
UK Space Agency,1062
Friends Provident Charitable Foundation,1063
Leverhulme ,1064
East Midlands Development Agency (EMDA),1065
Heritage Protection Commission (English Heritage),1066
Analytical Chemistry Trust Fund,1067
Norwegian Institute of Public Health,1068
"Yantai HABs Control and Ecological Restoration Technology Co., Ltd",1069
"Hunan Zhongke Water Environment Management Co., Ltd",1070
MRC Biostatistics Unit,1071
NIHR Health Protection Research Unit,1072
Royal Society of Chemistry,1073
National Institute of Allergy and Infectious Diseases,1074
National Institutes of Health (NIH),1075
Li Ka Shing Foundation,1076
Research England and Office for Students,1077
Independent Social Research Foundation,1078
Leadership Foundation for Higher Education,1079
University of Southern California,1080
Centre for Advanced Holocaust Research,1081
"Foundation for the Memory of the Shoah, Paris",1082
Science and Technology Facilities Council (STFC),1083
Moulton Charitable Foundation,1084
The Scottish Government,1085
Australian Attorney-General's Department,1086
Public Safety Canada,1087
Hertfordshire Police Crime Commissioner,1088
Santander,1089
Her Majesty's Inspectorate of Constabulary,1090
CDRF,1091
King's Internal Seed Fund,1092
Zoe Global Limited,1093
Kennedy Trust for Rheumatology Research,1094
Schmidt Foundation,1095
Structural Genomics Consortium,1096
Chinese Academy of Medical Sciences,1097
Robertson Foundation,1098
Diabetes UK,1099
Juvenile Diabetes Research Fund,1100
Northcott Medical Foundation,1101
The British Council,1102
G1: British Academy,1103
G2: AHRC,1104
G3: ESRC,1105
"Department for Digital, Culture, Media & Sport",1106
Energy Systems Catapult Ltd,1107
Friends Provident Foundation,1108
Tidal Lagoon Swansea Bay Ltd,1109
"Higher Education Funding Council for England, GCRF",1110
FREE PRESS UNLIMITED,1111
Arts and Humanities Research Council (UK),1112
1. Economic and Social Research Council,1113
2. Economic and Social Research Council,1114
3. Economic and Social Research Council,1115
4. Joseph Rowntree Foundation,1116
European Commission ,1117
Gatsby Charitable Foundation,1118
NORFACE-ESRC,1119
University of Bedfordshire,1120
Transport for London,1121
AHRC ,1122
G1: ESRC,1123
G2: ESRC,1124
G3: Joseph Rowntree Foundation,1125
 St Chad's College (Durham University),1126
G4: Association of North East Councils,1127
 Institute of Local Governance,1128
G5: Association of North East Councils,1129
Economic and Social REsearch Council,1130
Creative Scotland ,1131
Somerset County Council (Somerset Emotion Coaching),1132
National Education Union (National SENCO Workload Survey Project),1133
"Wootton Bassett Community Area Board, Wiltshire Council (Emotion Coaching)",1134
"Melksham Community Area Board, Wiltshire Council (Melksham 0-19 Resilience Project )",1135
Moog Controls Limited,1136
World Anti-Doping Agency,1137
International Olympic Committee,1138
European Union’s Seventh Framework Programme (FP7) ,1139
"AstraZeneca Science Teaching Trust,  now Primary Science Teaching Trust",1140
Primary Science Teaching Trust,1141
Education Endowment Foundation ,1142
UnLtd ,1143
Winston Churchill Memorial Trust ,1144
The Mercers’ Company,1145
AHRC (Leadership Fellow),1146
AHRC/GCRF,1147
Harvard Law School,1148
Royal Society Te Apārangi ,1149
CERN,1150
Quatar Foundation and AHRC,1151
Leverhume Trust,1152
American Society for Theatre Research,1153
North American Taiwan Professors Association,1154
"Council of Indigenous Peoples, Executive Yuan",1155
Ministry of Foreign Affairs Taiwan,1156
Japan Ministry of Internal Affairs and Communication,1157
Wolfson Foundation,1158
British Institute for the Study of Iraq,1159
Deutsche Forschungsgemeinschaft,1160
Department for International Development (merged into Foreign Commonwealth and Development Office mid-grant),1161
LSE,1162
"NCCA, Ireland",1163
"Clackmannanshire, Argyll and Bute, East Lothian Councils",1164
EAS South East Wales,1165
Forth Valley and West Lothian RIC,1166
Interreg,1167
European Union Seventh Framework Programme FP7 ,1168
Home Office (UK),1169
Association of British Neuroscientists,1170
Guarantors of Brain,1171
Wellbeing of Women,1172
Chief Scientist Office Scotland,1173
BUPA Foundation,1174
Higher Education Academy (HEA),1175
CEC / Bureau Veritas,1176
US Office of Naval Research,1177
Bristol Myers Squibb,1178
European Commision,1179
Railway Safety and Standards Board (RSSB),1180
Network Rail,1181
City of Bradford Metropolitan District Council,1182
National Geographic Society,1183
John Simon Guggenheim Memorial Foundation,1184
Belmont Forum/FACCE-JPI DEVIL,1185
Horizon 2020 Research and Innovation Programme,1186
RURAL AND ENVIRONMENT RESEARCH AND ANALYSIS DIRECTORATE,1187
KR Foundation,1188
European Research Council ,1189
National Maritime Museum,1190
TB-21 Academy,1191
Rangiwaho Marae,1192
Creative Scotland,1193
Fungal Research Trust,1194
National Institutes of Health,1195
F2G Ltd,1196
NovartisPharmaceuticals UK Ltd,1197
EUROCONTROL,1198
Youth Sport Trust,1199
Blood Cancer UK,1200
SPI Lasers,1201
Technology Strategy Board/Innovate UK,1202
Great Western Railways & Stagecoach,1203
Norwegian Research Council,1204
G1-G2: ESPRC,1205
G3: BBSRC,1206
Sport England,1207
Esmee Fairbairn,1208
RCUK,1209
Advanced Propulsion Centre,1210
Drugs for Neglected Diseases initiative,1211
1) Novartis UK,1212
2) Sanofi-Aventis (US),1213
3) GlaxoSmithKline (UK),1214
4) AstraZeneca (UK),1215
 International Copper Association,1216
Copper Development Association,1217
National Institute for Health Research (Department of Health),1218
G1-G2: AHRC,1219
G3: British Council,1220
Department of Defense,1221
General Dynamics Mission Systems ,1222
Leonardo,1223
GE Aviation,1224
The Healthcare Improvement Studies Institute (THIS Institute),1225
Lloyd's Register Foundation,1226
Innovation Voucher,1227
"Department for Business, Energy and Industrial Strategy",1228
EU LLP KA3 ICT,1229
EU H2020,1230
Torbay and South Devon NHS Foundation Trust,1231
South West Academic Health Services Network (SWAHSN),1232
University of Exeter,1233
Devon County Council,1234
Klaus J. Jacobs Research Prize,1235
JOSEPH ROWNTREE FOUNDATION,1236
Heriot Watt University,1237
Scottish Funding Council - SFC,1238
Venice Architecture Biennale,1239
Association for the Study of Modern Italy,1240
Space Electronic nightclub,1241
Vitra Design Museum ,1242
West Yorkshire Police,1243
CABE,1244
ACPO,1245
Abu Dhabi Urban Planning Council,1246
Office for Low Emission Vehicles and the South Eastern England Development Agency,1247
Low Carbon Network Fund,1248
Marie Stopes International,1249
1. Trust for London,1250
2. Research England (Strategic Priorities Fund) ,1251
Blackpool Council,1252
EU Framework Programme FP6 ,1253
EU Framework Programme FP6,1254
G1-G3: NHS Newcastle Gateshead Clinical Commissioning Group,1255
Department for Communities & Local Government,1256
RCUK (Research Councils UK),1257
The National Lottery Heritage Fund,1258
Manchester City Council,1259
Allioes Procurement Consortia,1260
CARTREFI CONWY CYFYNGEDIG (UK),1261
Cartefri Conwy Ltd,1262
EQUITY HOUSING GROUP LIMITED (UK),1263
Liverpool Mutual Homes,1264
NHS NW Procurement Development,1265
UNITAID,1266
Erasmus,1267
G3.1) Gatsby Charitable Foundation ,1268
G3.2) Teach First ,1269
G3.3) Gatsby Charitable Foundation,1270
G3.4) Careers and Enterprise Company ,1271
G3.5) Careers and Enterprise Company ,1272
Arts Council England (30184730 and AFE-00073284 and More than a body's work),1273
AXA Research Fund,1274
WWF UK,1275
Bertarelli Foundation,1276
1) Education Scotland,1277
2) Scottish Government,1278
3) European Commission,1279
4) Ecorys on behalf of European Commission,1280
5) Aberdeenshire Council,1281
6) Stirling Council,1282
7) Aberdeen City Council,1283
"8) University of Eotvos Lorand, Hungary",1284
9) European Schoolnet,1285
National Endowment for the Humanities (US),1286
European Commission H2020 MSCA RISE,1287
Department of Health / Health Education England,1288
Collaborations for Leadership in Applied Health Research and Care (CLAHRC) East of England,1289
Creative New Zealand,1290
 University of Auckland ,1291
European Commission Research Directorate,1292
 Barts Charity,1293
The Esme Fairburn Foundation,1294
UKLA,1295
The Carnegie UK Trust,1296
Hong Kong Academy of Medicine,1297
Handicap International,1298
WRAP Cymru,1299
Brother International Europe Ltd,1300
Qioptiq Ltd,1301
DSV Solutions Nederland BV,1302
Guy’s & St Thomas’,1303
Medical Research council (MRC)  ,1304
EPSRC  ,1305
Unilever,1306
European Commission H2020  ,1307
Petroleo Brasileiro S.A. - Petrobras,1308
Total E&P Angola,1309
Husky Oil Operations Ltd,1310
"Northern Ireland Department of Agriculture, Environment and Rural Affairs",1311
Skea Eggs Ltd,1312
Moy Park Limited,1313
LetterOne,1314
 The Wealth Economy,1315
 Arts and Humanities Research Council,1316
2) Innovate UK,1317
3) Innovate UK,1318
NIH/AHRQ ,1319
Association for the Advancement of Medical Instrumentation ,1320
 AHRC/REACT,1321
 HEIF,1322
"Orpheus Institute, Belgium  ",1323
Northern Ireland Centre for Trauma and Transformation (NICTT) through the Big Lottery Fund.,1324
CVSNI,1325
NICTT,1326
European Social Fund,1327
Marshalls Mono Ltd.,1328
EU Horizon 2020,1329
UofC Arts & Humanities Impact Fund,1330
" Department for Business, Energy and Industrial Strategy",1331
 Cambridge Templeton Consortium,1332
Joseph Roundtree Foundation,1333
European and Social Research Council (ESRC) and British Academy (BA),1334
British Academy (BA),1335
